text,labels
"Ohhh you know, just the impending doom of existential dread and uncertainty in the world",0
screaming children at work.,4
"at my current work, i am feeling so stressful and tired because of my team work pressure",3
"My car is messed up, and we're short of the funds needed to deal with it at the moment.",7
Finding childcare has been hard!,6
People panic buying certain items so that others don't have them.,2
"Well, this is my stress currently thats goin through my mind every second of everyday sooo far.",0
"Being stuck at home has been pretty stressful, the pressure of the world today.",7
my relationship with my sister-in-law.,4
Hill informed Thomas that having a social relationship with a supervisor outside of work would be a bad idea and was very uncomfortable with it.,4
my health seems to have taken a turn for the worse,8
"Right now we are crazy busy trying to get the apartment together and I have been working, too.",3
"Dude, I've been so worried about online classes LOL",5
"Your constant bickering over politics, social issues and such things is driving the rest of us insane.",4
it made me VERY ill on my way back home.,8
"It makes me sad that I have to focus and try really hard to finish a meal, and usually I can't even do that.",8
I've been bored at home since I can't leave the house.,2
Now I'm really full and I need to figure out what I'm doing for college.,5
this course selection made me stressed.,5
My entries have been a bit sparse this past week.,2
super busy and overwhelmed lately,8
i am so stressed because i have had to work mandatory overtime.,3
These kids drive me crazy and I need to get to the store,6
I'm scared of going back to school and facing all those exams.,5
"It is hard to feel like I am accomplishing a lot at work because I feel we move so slowly, and my day feels so short.",3
"no matter what I was doing in terms of our roaming and eating routine, I was not able to gain a complete control over it.",8
ugh i can't stop thinking about MYSELF and my Life Problems it's consuming everything i'm driving myself absoultely insane and i'm getting moody and mean and more ridiculous than usual.,0
Also my family health is not very good right now.,8
hours cut at work,3
i've been stressing out over money as usual,7
it is winter time and the kids are indoors most of the time now.,6
I fear that my parents will leave me and I will not have the stability that I finally reached with my family.,6
hi im stressing about school,5
My dad says shes upset about the relationship my aunt and I have.,6
i've been really stressed about money and finances lately.,7
"Well, I'm still sad over mom being in the home, a friend may have lost his job, and to add insult to injury, I was dumped and betrayed.",6
I have been laid off my job due to the pandemic.,3
work stresses me out because i am in review for a promotion.,3
"besides everything? the amount of wasted time it takes to get anything done, takes time",2
Her husband was cheating on her with another man!,4
my family in the holidays. absolutely excruciating time of year full of drama.,6
"My nerves are at their breaking point right now, this whole Cameron situation is stressing me out.",4
"I need to get to work, so I have something to focus on when schoolwork crushes me down.",5
presenting in front of other people,3
possibly getting a divorce,6
"My mom didn't want to talk to me, Donna isn't home and my dad is a stone.",6
maybe its just me my parents have been annoying me so much lately..they dont give me enough space.,6
Insecurities and the inability to deal with them.,0
I'm kind of worried about how I'm getting there every day.,1
i just had an auto accident. i need to know what to do.,2
This type of life style is destructive and especially so for children whose parents are living a bad example before them.,6
"so recently me and my ex started back talking, but it ended on a negative note.",0
"hi, because of work pressure i got stressful. so, we relax to chat feel free",3
I really have no motivation to study for my science test tomorrow.,5
long day,2
i have a big problem at my work place. do you have time to spend with me.,3
I have recently been at a loss for words which is weird because i have a lot on my mind.,0
"Well, fer starters getting my shit straitened out for school is being a being a pain.",5
I always feel guilty when my family starts to drive me crazy.,6
I'm tired of the stress.,2
corona virus freaking me out,8
my boss has been avoiding all of my emails and i need something from him,3
Life has been incredibly stressful lately.,2
This COVID-19 shutdown is really making life difficult.,0
Too much stress in my life.,0
I've had too much heartbreak.,0
"I feel so left out, so alone, so not a part of any of this.",0
But now my lower back hurts from standing for 4 hours.,8
"Well, eventually it was time for dinner, but I couldn't eat.",0
money and bills has been stressing me out big time,7
"I have to go to work now and really, that's kind of sad.",3
i really don't know what to do with myself this week.,1
"i can't stand living here.if something happends it gets pinned on me,like its my fault or like i have the answers to the fuckin problems.",0
The constant milling over this subject has really got to end soon.,2
"honestly, everyday i get stress out.",1
My stomach hurts and I have a headache.,8
"i'm still having this unexplained pain, so Dr is going to do more test.",8
i'm trying to figure out this new app so i can plan my meals tomorrow.,2
I am having trouble finding a job,3
It irritates me that people think I'm mad at them all the time.,4
just as the moovie started i bolted it too the bathroom and ended up puking.,8
"now, school is the most stressful thing in my life.",5
Just what i need is to owe more money.,7
i'm stressed out at work and need help,3
My dog is sick and I don't have the money to take him to the vet,8
haha leaving school was sooo difficult for me.,2
My sisters friends fiance` was killed in a car accident.,4
"life! if it isn't one thing, it's another",1
"Christmas is gonna be weird this year cause I doubt my family's even coming here, everyone kinda had a falling out.",6
"My temper is going to get out of control one day with these doctors, and its going to be bad.",0
"i don't know, really. i've just been getting clients emailing me and calling me",3
i feel very stressed i faced many problem i do't know how to handle it please help me de,0
just dealing with my husbands increasing confusion.,6
omg. i'm so stressed by work.,3
And i know that this is a regular problem for just about everyone.,1
my life is falling apart at the seams.,0
knowing me i'll overthink things i do with her and get all stressed out about her.,0
my daughter is having issues in kindergarten with someone stealing her stuff.,6
For some reason I've been really tired lately (Did I complain about this already?) and it's driving me nuts.,8
"just not enough time in the day, so many things to do!",1
i've got too much work to do and not enough time,3
the fact i have several bills that are due almost at the same time and it's worrying me!,7
Covid 19 has been severely impacting my life. I miss seeing people.,4
i've lost a lot of important things that i can't redo and it sucks royally.,2
"So yes, my schedule was fucked up, thou not in the way i expected.",3
My feelings are majorly hurt!,0
i'm having trouble finding a job! i'm either over qualified or the job is too far.,3
I know I haven't been sleeping very well this past week.,8
The coronavirus affecting the whole country.,2
i have gained some weight,8
"I am so stressed about my finances or rather, lack thereof.",7
My personal goals have changed so much that I've kinda lost track of everything.,1
Friends don't let friends date each other.,4
"I am sore, and I am tired.",8
I am not at peace when it comes to doing well in school.,5
my boyfriend is overseas at the baghdad embassy. i worry over his safety.,4
"Finances, my dad got laid off and i'm only part time",7
We had a big fight and I'm sick of caring about him when he doesn't even want to be my friend.,4
whether or not i am going to be paid,7
My boss was sick and felt evil today.,3
i just had this huge projects due and i had to so a speech about it!!,5
I mean talk about feeling like shit everyday !,8
I have a terrible headache.,8
I'm worried about my parents catching this virus.,6
i didn't get the position i want at work. they lied to me!,3
my sinuses are really hurting again.,8
I'm tired and I don't feel good.,8
"I won't get into it, but things with my Dad aren't going well.",6
i just moved with my fiance.,4
My husband's new job doesn't have benefits and I need health insurance,8
I really need to get out of my house.,2
"It was all about intense breakups, and emotional disconnection from your partner in marriage.",4
i am concerned about my success in this life. it's needed for us all.,2
yeah. I'm still very worried about my tryout.,2
oh well i know he's back home now from his dads house and all so hes depressed cuz of leavin ally and jake and kayla..so i dunno we'll see.,6
"It seems like I have been waiting forever, this week is going to be hard.",0
"i've just been so busy lately, i'm not even updating this from my house.",2
work has been stressing me out.,3
my husband not spending time with me. he is always woking andi feel lonely and rejected.,6
"My house has so many ""pending"" and ""in progress"" projects at all times I go nuts.",2
"stressful at times, VERY stressful at other times.",2
my job is pushing me to the limit,3
well i was at work and i been stressed out becuase theres alot of people coming at,3
 it was necessary because I really needed to vent.,0
i found out my friend has covid-19,8
"Financially, things are VERY tight.",7
"See, I feel pretty bad for my dad being kicked out of his house with all of his things still being here.",6
It comes as no surprise that attendees will have a difficult decision to make every day.,1
I just can't handle learning with the average joe asshole at my school.,5
ok well lately ive been struggling to keep up with my life and responsibilities...... well finally i cracked.,1
Been working my tail off trying to prep for a huge loss in billable hours thanks to the holidays.,3
This covid-19 thing has got me stressed bad,0
"i am so upset and i got into a huge fight with my mom today and i actually told her to ""get off!"" bad day, indeed.",6
my boss constantly undermines my work in front of others.,3
"Today's the day, and I still don't know if I want to go for dinner with this guy.",4
i was having chest pains the other day,8
i keep having to drive my girlfriend around its annoying.,4
I have a huge paper due in school,5
the goodbye was really difficult for me.,4
I'm tired of them not knowing whatever that has been happening to me.,6
"I feel so weak, tired, I'm shaking.",8
"I hope you can understand that even though I have to get married to make an heir, I can't love her.",4
i've been really stressing out about money issues.,7
the washing machine is broken and i'm really behind on laundry.,1
I'm so sick of job hunting I could puke.,3
not haveing enought too pay every day bills only 905 rent is 860 a month i pay ultuties,7
"He's in constant pain, and can't even take enough pain medication to relieve it.",8
I am so stressed out and i cannot bear  what i am going through please give me some help,0
God I am so stressed out everytime I think of homework I literally start pitying myself so much that I cry.,5
kinda got in trouble with work...,3
Coronavirus is threatening my current employment.,3
Too bad i don't have enough money to buy them.,7
struggling home life and work life is stressful and complicated,3
a group project at my job,3
alot of things are stressing me out right now and one of them is really worrying me bc if its true than i totally just fucked up my life.,0
the lisd said they would find alternative placement for abie and i havent heard from th,6
very upset. need to relax,0
"Mostly just school, and how much work left to do.",5
Nothing to do and no one answers their phones because I'm a big loser.,4
I often feel bad when it comes to my friends back home.,4
Stress has made me irrational.,0
"Still, I've been frustrated lately by people that try to force it.",4
my week was so stressful  because of having financial problems.,7
being micromanaged at my workplace.,3
BECAUSE I'M GOING INSANE WITH SO MUCH ON MY MIND PISSING ME OFF!,0
"hi how are you,i feel very stressful",2
"taking care of three kids, has been very stressful.",6
"Even if I know that I'm not going to die, I still freak out, and I can't calm myself down.",0
"Before my mother even called this morning I spent a half hour cradled in Jay's arms sobbing, mourning the loss of the person my brother used to be.",6
i am very poor right now.,7
having to type messages on my phone.,2
we're gearing up for a big move and there's so much to do!,1
I have been majorly stressed about shit lately.,0
i need to work to buy equipt.,3
The protests within my local area.,2
I am worried that I am going to lose my job.,3
"Everyday that passes by, it gets more and more tough.",0
My mom's in VA seeing my Aunt Lisa who is pretty sick.,6
i'm directing a musical and my students have been giving me a lot of attitude.,4
school is killing me at the moment.,5
Seriously considering moving in with my friend coz the house situation is getting rather stressful.,6
"My husband! Ugh, he won't stop playing video games.",6
omg i am stressing! work is i cant get cought up on my work!!,3
this darn covid has been stressing me out. people don't listen!,8
i broke up with my girlfriend and its been really stressing me out.,4
I just meant  what you did yesterday was crazy dangerous and it scared the hell out of me.,4
There have a lots of bad new on the television,2
everyone is trying to survive on getting more hours.,3
Today has been very taxing for me.,8
I'm having a very stressful conversation with my Mom here.,6
dude work has been kicking my butt lol,3
This is the week I haven't been looking forward to because my family is about to be split up.,6
"Lately, some things have been bothering me and when i think about them they get me so down.",0
the situation with iran had me stressed out the other day.,2
my physical pain and mental health symptoms lately.,8
"given that i need to go home to fix my car get clothes and what not, i dont like being called last minute to be used as the driver.",1
i have crazy diarrhea and it wont stop how do i fix it?,8
I'm really tired and I do not feel very well.,8
I'm just so stressed out and there's always something that I have to get done- that I'm just worn out.,1
i can't stand my parents either. seriously.,6
work is difficult right now,3
I was told I have a major attitude problem and that my life is full of drama by someone who doesn't even really know me.,4
I have been stressing about the dynamic between me and my boss.,3
We havent left the house in 2 weeks,2
Those people are so badly paid that they have no investment in their job.,3
"My mom, apparently, was really sick",6
i would say that work is very stressfull and it is getting to me very much,3
We can't afford the transaction overhead.,7
dealing with anxiety from the stress of car repair and being unemployed.,7
i have been stressed out about money and my finances.,7
I really feel like I am failing here because I can't take the time off to cover the whole time.,1
"I dunno, things are just changing lately- and it's as if me and my roommate did something wrong?",4
I've been having some really bad problems getting along with one of my coworkers.,3
my car has been in the auto shop all week for repairs so i haven't had a car.,2
letsee i've been really bad recently overall with school work and such. .,5
"Your Actual Problem Anxiety and restless dissatisfaction, either with circumstances or with unfulfilled emotional requirements, have produced stress.",0
this problem at work has been driving me crazy if you have a minute,3
finding a job recently.,3
things with work have been stressing me out,3
EVERY time i get into trouble he always has to try to get my dad to punish me more and more. and gets me sooo pissed.,6
I wanted to be happy,0
I can't handle not being organized or having a plan.,1
"my money, my job, everything i guess.",6
my financial situation was been worrying me. i feel useless.,7
I'm getting behind on my work which isn't cool.,3
I'm falling apart physically and emotionally.,0
"Sometimes, I find family activities boring and have difficulty following family rules that don't make sense to me.",6
My life is getting to be so redundant.,1
"school work, life, choices",5
hope to pay my everday bills,7
"Hey thanks for asking, I've been stressed about school but taking things day by day",5
I would say keep your head up because things will  get better,2
i've been thinking about it a lot lately. just picking up and leaving next year for college. away.,5
school started and now i don't like it.,5
"my job , its killing me , just dont feel stable in it im worried",3
"in one word: everything. honestly, i keep losing. i put everything i have into my work.",3
i've been really stressed about work.,3
i've been making poor eating habits in the last few weeks.,8
"my entire situation is stressful, try being homeless.",7
I worried about losing my job because of the coronavirus.,3
You always have a million things to do and never enough time to do them.,1
randy said that i'm miserable and i need to get a job.,3
project deadline is approaching and i'm not finished yet,3
So scared and worried that everything is falling apart.,0
"My tooth is still killing me, and that means a trip to the denist, for some severly overpriced dental work.",8
"I was getting frustrated today with it so, I stopped for a little bit.",1
"my extended family is coming for dinner, and there will be twenty of them crammed togeth",6
I have been really stressed about juggling work and home while under quarantine,3
he doesnt have enough time with me cuzz oh oh he has to go back to work.,4
I live in a elderly community with nurses coming in and out I scared they will bring in,8
my dumbass bf has not been helping me with bills or anything,4
"Well, my research is not going well.",3
I have some problems at work.,3
"Ok, for those of you that don't know, I've been having trouble with a part of my job...",3
interviewing for a promotion at work,3
its family,6
I need to think about things in order to do my job.,3
my boyfriend and i have been arguing about keeping his mothers cat again lately.,6
I'm really getting tired of my family.,6
im worried about asking for that raise at work,3
I don't feel right when you're gone away 'Cause I'm broken when I'm open,4
i have been really stressed about money lately,7
I struggled through the whole day of a stressful headache and I got tired of it.,8
It is my job to advocate for my kids and I get so pissed when no one listens.,6
just issues with my fam,6
i cooked a turkey upside down. the meat was moist but now my family's teasing me.,6
i couldnt handle having to go for hours and hours twice a week.,2
"I'm just stressed because I'm scared to leave everyone, because my parents are angry with me, because I'm sick, etc.",8
I'm almost positive that my parents aren't going to get along all next weekend and that my house is going to be a hell hole.,6
LOL I have a terrible headache.,8
I'm worried about COVID-19 and how much longer this is going to go on for.,0
i have an essay due tomorrow and i haven't started,5
I have some problems and I need help!,2
i feel like i've wasted the day by napping on my day off,2
i have so much to do around my house i don't kow where to begin first.,1
Uncertainty of the future of my current position at work.,3
My car is not working due to a wiring error I made,2
ceramics,2
I have to get good grades.,5
"When my mom called earlier, before work, I just did not want to talk to her and sounded really depressed.",6
"Honestly, I have been having a headache all day so I'm guessing that is why. I have to work in cacique tomorrow!!!",8
Obviously my practice is not strong enough to maintain a momentum.,2
work is killing me,3
breakfast takes too long to cook. and christmas needs to get here because I really want to know what linda got me.,2
i really need to make more money.,7
no one qualifying to give me a kidney,8
My restaurant is closed due to COVID so no work/money for me.,3
The amount of shifts I have to cover at work due to people calling out.,3
it was spending to much time on computer and telephone.,2
i have to write my damn english reflection essay this weekend.,5
"well, it scares me because what if the same thing happens when I'm done with college?",5
"I have been scheduling my GRE, which I am kind of (alot actually) nervous about.",5
i currently am just very busy. i don't have time for anything but work.,3
now I won't get to walk with those friends.,4
i have been laid off,0
my dad is very upset about it and since everything went down mine and my father's relationship really went down hill and things have been extra crazy since then.,6
Dan started stressing me out about our apartment situation right in the middle of my project doing. DAN!!!!!!,4
Well this week is going to suck! I am going to spend the whole week reviewing for exams and stuff.,5
I want to be his friend and a part of his life but I can't.,4
it has been a very stressful day for me,2
my job it has been full of crazy stuff.,3
YOSHIKI's primary physician is quoted as saying he will need around a week to recover from the surgery and at least another month of rehabilitation.,8
"my child was mean to me this morning, he was talking bad words.",6
getting injured at work and worried about living pay check to pay check,7
i have to get good grades to do so. and,5
i have had some problems at work.,3
Leadership at work! They always have their favorites. I hate it.,3
I need to figure out a way to make more money.,7
"there is a lot going on in the news about iran, i pray that our troops are safe.",0
"lately, finances and money have been stressing me out.",7
the following are the things that i'm currently stressed about: a) screwing up this week's vacation.,2
i'm pretty damn worried about the exam.,5
Busy is putting of biological needs such as eating and pooing because of a lack of time to devote to them.,8
having to go to work tomorrow,3
Not being able to go outside,1
my in laws inability to put their electronics away and spend time with their grandchild,6
I had a terrible experience with my brother today and it set off a lot of needless worry and anxious thought.,6
I just have major anxiety issues I think and they're screwing me up royally.,0
It's really traumatic for me in a lot of ways right now.,0
I have to get an A on the final so maybe I can get a B in the class.,5
"my family never helps, no, they make things worse.",6
Things with my family have been insane lately.,6
my daughter is depressed and i have tried everything to help her.,0
"A lot of my hair has been falling out, and I'm afraid I'll go bald.",8
the only reason i have a place to stay is because of my friend.,4
we got a new guy at work and he is not experienced at all,3
Difficulty installing security protection on multiple devices.,1
Worried about getting the family sick,8
Work sucked too because Byron was giving me a hard time with the crew.,3
I'm worried my beliefs and morals conflict with my employers.,3
Life is just generally stressful right now.,0
"I am really tired, I didn't sleep well last night to do random fretting about moving.",8
my mom is being annoying,6
my 13 year old hates school and tries everything to avoid going,6
"Washington planners had been advised, even by their own intelligence agencies, that the invasion was likely to increase the risk of terror.",2
i am having a baby soon. i need to clean out that room.,1
You want to know how stressed I'm going to be?,2
losing pay at my job,3
a paper i need to write,5
I'm running out of money and I don't like it.,7
coming up with a 1000.00 to fix my vehicle that needs to be repaired.,7
"I have been under an extreme amount of stress lately, and it wasn't right for me to take it out like I did.",0
I really need to get a money job.,2
the money i need for my mortgage closing,7
"This woman talks about how frustrated she is of falling for a guy, just to be dumped or not fallen for.",4
my sister is a pain in my ass.,6
i dont like having a huge group of friends. too hard to satisfy everyone.,4
I've been neglecting my schoolwork too much.,5
When my emotional and mental health were really bad.,0
ew my mom was giving me a hard time about prociesum.,6
I feel lonely because I'm single.,0
"My job really blows, so I'm looking for a new one....not really working out for me right now.",3
"As if I don't have enough stress ahead of me with the start of school, I have to constantly worry about employment.",3
not feeling well,8
too many tasks at work,3
The coronavirus epidemic is frightening me and causing intense worry to me and my family,6
"I need that class, because I need to work on my college portfolio.",5
my vacation is coming up in two weeks and i have no money saved for it.,7
i'm really veryvery tired from the week of insufficient sleep every night.,8
So thats my week i have so much crap to do for school which sucks!!,5
I've been having trouble sleeping at night,0
work has been rough,3
"Its been on my mind a lot today, the suspense is killing me.",0
i've had to deal with a bunch of nonsense at work.,3
"im getting kinda sick of people constantly butting into our business, and there being the extra worry about others.",4
My truck borke down last week so I don't have a truck that could make it to Kentucky.,7
It's even more difficult when I feel trapped because I don't know where to go with my career.,3
I'm really nervous about how he's going to do in school.,5
The adjustment with school and work have been making me insane.,5
"I have a feeling I'm falling behind in school, and I'm finding it difficult to get back on track.",5
"ugh, work really sucks right now.  i'm so stressed out.",3
"I return to school tomorrow, that sucks.",5
Any clarity I had found is piled under stress and unwanted responsibilities at the moment.,2
Dealing with my Lupus flares,8
"Alrighty, so I'm a hypochondriac and I've recently been very very scared for my health.",8
"I limped around work on a swollen knee, sneezed my head off and choked on icky wood shavings and broke up a really NASTY fight between two dogs.",8
the whole decision to leave my job in six months.,7
her husband and son are in jail too.,6
"I have a problem with my co-worker, can i talk to you",3
The corona virus pandemic and uncertainty anout my future as a result.,0
I have gotten headaches from it for days now.,8
"It hurts my feelings a great deal, but I am not allowed to express that.",0
my work/life balance aren't in line with each other,3
"I happen to be starting the preliminary stages of finding a job, which is a pretty stressful event.",3
i have a lot of repairs to do in my basement and i keep finding more things to fix,2
See what happens when I get stressed out.,0
Angry because I saw the extent of my families HUGE problem communicating with each other.,6
my boss is always giving me a hard time,3
i think work has been getting stressful,3
My mom was upset that i didnt greet my grandma.,6
I was already stressed from just... my life.,1
i am tired and not feeling well.,8
"I'm afraid she's gonna like yell at me, and freak me out and all.",4
my mom is causing so many problems.,6
big project at work has had me pulling my hair out,3
i dont know if i should be letting my kid watch so much tv.,2
"Our family dog suddenly started battling health problems and before we knew it, she had died.",0
My job makes me stressed out and have a little bit of anxiety.,3
I am stressing out I an't pay my bills this month.,7
I am stressed about the virus effect on the economy,7
"You are very prone to become depressed and moody, as emotions can turn inward and cause anxiety and mental turmoil.",2
I'm becoming quite upset with being my fathers son of late.,6
I'm sorry I haven't been the best of friends lately.,4
im afraid of catching covid19. I still have to work and im putting my self and my family,8
Not being able to get my daughter to let my grand kids come over.,0
It's upsetting my everyday routine,1
"It just gets so boring, and school REALLY is starting to suck. and Mr. Laber and Ms. Nyarady do not help.",5
it' just hitting me that i'm leaving this place and these people that have become such a part of my life i don't want to go home with out them!,4
"By the time I got home, I was depressed.",0
I didn't do so well on my math quiz.,5
my co-workers are driving me nuts!,3
my school project,5
I don't have any motivation to do my school work and have nothing to do,5
Arghh I've just been so stressed out lately. I know it's because of school.,5
i am stressing out because my performance review at work is coming up.,3
there is hardly any work at mechanical turk the past week.,3
my stress timing is very loss many things.,2
everyone being in my space while stuck at home,4
I hate waiting...it seems like i've been doing a lot of that.,1
"well, work has just been so frustrating lately. i just need to vent.",3
Ever since last week I've noticed so many flaws about myself that it's just frustrating just laying down and resting.,0
recent situation that has been stressing is the survey without catch.,3
I'm tired of not having my mother. what happened,6
work and school have been insane lately,3
"Days where I feel weak, or where I feel like something happened that I can't or don't want to handle?",0
it's usually work,3
I haven't been feeling too well lately.,8
i'm hungry but my stomach is thinking differently ughh gnite.,8
When I caught a person talking bad about me,4
"sorry, but i don't want to talk about it.",2
"Like when I said ""I'm stressed, so I'm eating.",0
one of my textbooks may not deliver on time for class.,5
"food sounds so gross right now, but my stoamch hurts, so i think i have to find something to eat.",8
how i have been eating this week.,8
I am so tired I like can't wake myself up.,8
i feel like i don't really know what's going on in my friends lives anymore and that makes me sad.,4
Self-isolating because of the COVID-19 has me stressed out.,4
"The master of the house is temperamental, and troubled by some sort of outside more than the new cleaning lady.",2
How am i supposed to make a living from this when I just can't get into it. I feel like it's making me seriously miserable.,3
"hey lady, i've been so stressed out about my podcast release party.",3
jesus fucking christ this whole country makes me sick. and my goddamned parents want me to have dinner with them and celebrate.,6
"judging by that, school is going to be REALLY hard.",5
I'm officially off of work because of the Coronavirus,3
This virus that's going around.  Finding an apartment is hard.  Everything Is expensive,7
i can't find my classroom in school and worry about being locked out...,5
My computer crapped on itself at the beginning of the week and no amount of work has managed to revive it yet.,5
my extreme lower back pain,8
"oh,the same stuff. life stuff..money, house, family and my health. the usual lol",6
That's probably one of the reasons I had so much trouble sleeping last night.,8
All of the news and lockdown of the covid-19,8
i have been stressed about not having enough money after the christmas season?,7
i spend most of my workday fixing other employees mistakes.,3
I just find it difficult to be motivated about work that I either don't fully understand or just deem to be a waste of time.,3
"I've been claiming I've wanted to do this for over a year, but scanning is just such a major pain in the butt and general time filler.",2
"The virus situation, I'm not sure when I'll be able to work again",3
nervous about new staff member starting,3
It wasn't enough that I'm already having difficulties eating meat.,8
"My neck and back are aching, and I have a horrible headache.",8
It's frustrating when I come home and Brett can't fully understand the choas I go through at work.,3
Concerns about the situation in the world right now.,2
hey there! i am feeling really stuck at my job right now.,3
My ankle still hurts like a bitch.,8
"Last night, Gerry and I had a dispute, I think it was overreacted but I still feel bad for hurting his feelings.",4
work! it has me running every which way!!,3
I neeeeed to work on my grad school essay.,5
having a constant toothache,8
I got too much shit on my mind and none of the usual way to relieve the stress is working.,0
Work was hectic and crazy for the whole day.,3
if i will be able to get tickets to my favorite show before they sell out,2
I would say all of the protests and worrying about my own safety now.,0
i am having some financial issues lately.,7
just stressing about money in general,7
I recently got fired from my job due to having to quarantine for coronavirus.,3
Been stressed at work.,3
I've been super stressed out about my girlfriend and our relationship.,4
"When commitment is already made, and prioritiys crash, leaving us bothin in a state of confusion.",0
i have a cold and my stomach has hurt every time i eat for over a week now. not good.,8
i've been studying for my midterms and i don't feel like i'm doing well,5
I've been upset over that...my life is LITERALLY ....,0
hey! right now financial aid is stressing me out,7
selling our business,3
such a sucky day. i'm glad it is over,1
I would say this whole corona virus situation has me stresssed,2
his mom has issues her 2nd oldest has anger issues and my bfs mom was suicidal 2 months b4 I gave birth.,6
"I'm tired of washing my two little uniforms every other day, and ironing every night to get the required creases in everything, it's such a pain.",3
"Simply because when you're tired you don't think and feel straight, right?",8
sometimes work can get overwhelming and it seems like my boss doesn't sympathise.,3
It's the routine after I get home that I have issues with.,2
"i'm so worried about failing, and about money, and about my mom hating me.",7
being a new mom and trying to find time to myself,6
"Suki is losing weight again, and I don't know what to do.",4
not being able to save money from my paycheck,7
my coworker is soo annoying and crazy,3
Is it because my aunt is tired of my mom?,6
this morning was stressful my son wouldn't listen. he ended up being late to school eff!,6
i was very upset about planning a meal today. can u please suggest a meal plan.,1
Our family is quarantined due to the COVID-19.,4
can't figure out how to pay for my books,5
"at the time i was very angry to with my friend and then , i am going to depression stage",4
"Your Actual Problem Anxiety and restless dissatisfaction, either with circumstances or with unfulfilled emotional requirements, have produced tension and stress.",0
I'm tired of working so hard and not having enough money to do anything.,7
Staying at home doing nothing is really stressing me out.,1
my superiors at work are taking advantage of me,3
just stressing about money as usual,7
I'm getting upset that i keep missing Will and Grace!,2
Been so busy with work and to tired when I get home to do anything.,3
work always stresses me out; let's talk about it some more.,3
yesterday i had a stressful situation at my work place.,3
I think I'm stressed cause I'm getting ready to return to school and because of these hives.,5
Me and my wife are almost at a point of divorce,6
Fear of Negative Outcomes for Relationship Partners,4
i have so much shit to do.. ap exams start a freakin week from thursday.,5
my job and the clients that i am currently having to interact with.,3
work is stressing me out!,3
i found out my mom lost her job.,6
i have a lot work pressure in recent days. need your advice to relax,3
Chibi has been really irritating lately and constantly checks in on me so see how many reservations I'm doing.,3
holiday season,2
this stupid girl that likes my boyfriend has been stressing me out,4
the whole covid 19 situation,8
So The Holidays end up a bit awkward for me.,4
A stressful aspect to this all is that I have to finish my week out there.,0
i am stressed trying to find a side dish to make for thanksgiving.,1
waiting on hip replacement surgery for a year has really stressed me out,8
"I worry about my parents, haven't talked to my dad for about 2 weeks prob.",6
I am so stressed that I lost my job.,3
I feel that i have alot of work pile that i am suppose to finish by weekend,3
I saw how Stanley gave her dad a hard time because he smoked.,6
"Me and Christine's room keeps getting emptier because we've been taking a lot of stuff home, which is sad.",0
im all stressed out bout my grades and stuff!!!!,5
An trying to figure out dinner ideas when your this exhasted and don't want to eat sucks.,8
"hello, what's stressing me out right now is my son's homework, he got too much homework",5
You always hear people complaining about how there's too much drama in their lives.,2
"He needs to start eating, though, and his lack of appetite is discouraging.",4
"honestly, organizing social situations when most people are out of town or busy",4
i've been so busy studying for finals that i haven't had time to update.,5
"I know the irregular sleeping schedule I keep does much to harm my health and as I'm getting older, I lose valuable time towards fixing that.",8
It's exhausting thinking every day that this is it.,2
my mom is driving my crazy,6
its like lately it's been hitting me pritty hard that they are gone and it sucks!,4
thanks for your concern. lack of money and bills have been pretty stressful to me.,7
"I need a job very badly, I am going to run out of money very soon.",7
I'm so worrying about my job situation due to corona virus pandemics.,3
I'm getting more and more frustrated with the things in my life that are causing me stress.,2
"I had a very stressful day yesterday and I'm sick, so I said ""fuck it!"" and Becky is covering me.",3
my kids aren't sleeping well at night.,6
"It starts where I have to work, and I didn't like that idea.",3
"i can't really type it out, to much! but work, life family",3
work has been difficult. lots of issues with a project.,3
The uncertainty of the COVID19 pandemic and how there is no vaccine or cure.,8
"the usual, family work, my health",6
"She made my mom sick, who which in turn, made me sick while I was helping her.",8
so now i am broke broke broke much?,7
No toilet paper on the shelves at Walmart.,1
"It's too much to deal with and adds stress to my life, and I am plenty stressed on my own with classes and family and the like.",6
due to lack of sleep i am feeling stressful,8
I'm really worried about how the corona virus will impact my life longterm.,8
I am so bothered by this I have a bad headache I THINK my fever just came back and my throat and jaw are so painful,8
"I'm so tired, I haven't gotten much sleep lately.",8
"but yeah, now I am feeling way tired, a bit on the sore side and fatigued.",8
"i have a problem, and i need help.",2
lately life has been pressing down on me.,0
its my job. i can't get information from the higher ups.,3
i would openly explain the situation in complete detail.,2
my work schedule at the office has been so hectic this days.,3
I'm tired of people trying to talk me out of my decisions.,1
my emotional isolation is starting to concern me.,0
i've been running late to work and having trouble getting in on time.,3
work has been stressing me out and family,3
My body aches from lack of sleep and shitty bed.,8
my head hurts. now i have to go to work.,8
my family can't find or contact my sister.,6
im not having a good time with all the roomies and they wont talk to me.,4
Facing everything I put behind me and being on this medication is really making my body freak out.,8
I have a presentation this week that I'm afraid to look over for fear of realizing how under-prepared I am.,3
money - money is always stressful,7
"Usually if I had a test, it meant that I had to go to school.",5
i'm stressed about where to go to school next.,5
i havent written in a while becuz ive been busy but im really sad about something rite now so yea.,0
I'm so very upset lately about my job situation!,3
I leave for college next wednesday.,5
"Coronavirus, my financial budget, thinking of my student debts",7
"i recently met this girl, but i'm not sure if she is the one i want. there's red flags.",4
